1 20 7611 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 0 0
2 20 7129 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0
3 20 9208 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 1
4 20 7799 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0
5 20 7822 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1
6 20 8093 1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1
7 20 8974 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
8 20 8359 1 1 0 0 0 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1
9 20 8607 1 1 1 1 0 1 0 0 1 1 0 1 1 0 1 1 1 1 1 1
10 20 7356 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1
11 20 7558 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 1 1 0 1 1
12 20 8365 1 0 1 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1
13 20 8676 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0
14 20 9258 1 0 1 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1
15 20 10139 1 1 1 0 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1
16 20 7946 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
17 20 9435 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1
18 20 7496 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1
19 20 8049 1 1 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1
20 20 8262 1 1 0 1 1 1 0 0 1 1 1 0 1 0 1 1 0 1 1 1
21 20 9393 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1
22 20 6605 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 0
23 20 7149 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0
24 20 8614 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 0 1
25 20 8576 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1
26 20 8295 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 0
27 20 8457 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1
28 20 8308 0 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1
29 20 7874 1 1 1 1 0 0 1 0 1 1 1 1 1 0 0 0 1 1 1 1
30 20 8749 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1
31 20 7771 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1
32 20 8451 0 0 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1
33 20 8525 0 1 0 0 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1
34 20 7781 0 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 1
35 20 7031 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1
36 20 7824 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1
37 20 7834 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1
38 20 9691 1 0 1 1 0 0 0 1 1 1 1 0 0 1 1 1 1 1 0 1
39 20 7316 0 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0 1 0 1
40 20 8147 1 1 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1
41 20 8510 0 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0
42 20 7883 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1
