1 10 5977 1 1 1 1 0 1 1 0 1 1
2 10 7842 1 1 1 0 1 1 1 0 1 1
3 10 9119 0 1 0 1 1 1 1 1 1 1
4 10 6872 1 0 1 1 0 1 1 1 1 0
5 10 7632 1 1 0 1 1 0 1 1 1 1
6 10 8655 0 1 1 1 1 1 1 0 1 0
7 10 9111 0 1 0 1 1 1 1 1 1 1
8 10 7999 1 1 1 0 1 1 0 1 0 1
9 10 8521 0 1 1 0 1 1 1 1 0 1
10 10 7334 1 1 1 1 1 1 0 0 1 1
11 10 8797 1 1 0 1 0 0 1 1 1 0
12 10 8860 1 0 1 1 1 1 0 1 0 1
13 10 7461 1 1 1 1 0 1 1 0 1 1
14 10 8146 1 1 1 1 0 0 1 0 1 1
15 10 7364 0 1 0 1 1 1 1 1 0 1
16 10 9848 1 0 1 1 1 1 0 0 1 1
17 10 8507 0 0 1 1 1 0 1 1 1 1
18 10 9352 1 1 0 1 0 1 0 1 1 1
19 10 6861 1 1 1 1 1 0 1 1 0 0
20 10 7653 1 1 1 1 1 0 1 0 1 0
21 10 8647 0 1 0 1 1 1 1 1 1 0
22 10 6791 1 1 1 1 0 1 1 0 1 0
23 10 7579 1 0 1 1 1 0 1 1 0 1
24 10 8573 1 0 1 1 1 1 1 1 0 0
25 10 8842 1 0 1 1 0 0 1 1 1 1
26 10 8104 0 1 1 0 1 0 1 1 1 1
27 10 9822 0 0 1 0 1 1 1 1 1 1
28 10 7657 1 1 1 1 1 0 1 0 1 1
29 10 8406 1 0 1 1 0 1 1 1 1 1
30 10 7644 1 1 0 1 1 0 1 1 1 0
31 10 7218 0 1 1 1 0 1 1 1 1 1
32 10 7079 1 0 1 1 1 1 0 1 1 0
33 10 6623 1 1 1 1 0 0 1 1 1 0
34 10 9324 1 1 1 0 0 1 0 1 1 1
35 10 9058 1 1 1 1 1 1 1 0 1 0
36 10 6326 1 1 1 1 1 1 1 1 0 0
37 10 8181 1 1 1 0 1 1 0 1 0 1
38 10 7493 1 1 0 1 1 1 1 0 1 1
39 10 8874 1 0 1 0 1 1 1 1 1 1
40 10 8204 1 1 1 1 1 0 1 1 0 1
41 10 7007 1 1 0 1 1 1 0 1 1 1
42 10 7508 0 1 1 1 1 1 1 1 1 0
43 10 7469 1 1 1 1 1 1 0 0 0 1
44 10 9088 1 1 0 1 1 1 1 1 0 1
45 10 7371 1 1 1 1 1 1 0 0 1 1
46 10 7787 1 1 1 1 1 0 0 0 1 1
47 10 9188 0 1 1 1 1 1 1 0 0 1
48 10 6533 1 0 1 1 1 1 0 0 1 1
49 10 9568 1 0 1 0 1 1 1 1 0 1
50 10 8371 1 1 0 1 0 1 1 1 0 1
51 10 7868 0 1 1 0 1 1 1 1 1 1
52 10 5794 0 1 1 1 1 1 0 0 1 1
53 10 9792 0 1 1 1 1 0 1 1 0 1
54 10 7888 0 1 1 0 1 0 1 1 1 1
55 10 10010 1 1 0 1 1 1 1 0 1 0
56 10 10175 0 1 0 1 1 1 1 1 1 0
57 10 8878 0 1 1 1 1 1 0 0 1 1
58 10 6088 1 1 0 1 1 0 1 0 1 1
59 10 8195 1 1 1 1 1 0 0 1 1 1
60 10 6645 0 0 1 1 1 1 1 1 1 1
61 10 7665 1 1 0 1 1 1 0 0 1 1
62 10 8934 1 1 1 1 0 0 0 1 1 1
63 10 7757 0 1 1 0 1 1 1 1 0 1
64 10 8188 1 1 1 1 0 1 0 0 1 1
65 10 7355 1 1 1 1 1 0 1 0 1 0
66 10 6667 1 0 1 1 1 0 1 1 0 1
67 10 7383 0 1 1 1 0 1 1 0 1 1
68 10 8023 0 1 1 1 1 1 1 0 1 1
69 10 6179 1 1 0 1 1 1 1 1 1 0
70 10 11717 0 1 0 1 1 1 1 0 1 1
71 10 7921 1 1 1 1 1 1 1 0 0 1
72 10 8364 0 1 1 1 1 1 0 0 1 1
73 10 6866 1 1 0 1 0 1 1 1 1 1
74 10 7074 1 0 1 1 1 1 0 1 1 0
75 10 7337 1 1 1 1 0 0 1 1 1 1
76 10 8327 1 1 0 1 0 1 0 1 1 1
77 10 5960 1 0 1 1 1 0 1 1 1 0
78 10 8847 1 1 1 0 1 0 1 0 1 1
79 10 7668 1 1 1 1 1 0 1 0 1 0
80 10 10100 1 1 1 1 0 1 0 1 0 1
