1 20 13700 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1
2 20 16902 0 0 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
3 20 16356 0 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1
4 20 17955 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1
5 20 17657 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1
6 20 18403 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1
7 20 16367 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1
8 20 17919 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0
9 20 18147 1 1 1 0 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 0
10 20 18359 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
11 20 17846 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0
12 20 17172 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1
13 20 18545 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1
14 20 20007 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1
15 20 15417 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0
16 20 14970 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0
17 20 15788 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1
18 20 18011 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1
19 20 16767 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1
20 20 17562 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
21 20 16942 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1
22 20 15600 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0
23 20 15768 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1 1 0
24 20 16195 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 0
25 20 17002 1 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1
26 20 19686 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1
27 20 14600 1 0 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
28 20 17810 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 1 0
