1 4 1129 0 1 0 0
5 4 2528 1 1 0 0
6 4 1641 0 1 0 0
8 4 4422 0 1 1 0
12 4 1538 1 1 0 0
18 4 2453 1 0 0 0
19 4 2319 0 1 0 0
20 4 4415 1 0 1 0
21 4 2098 1 0 0 0
22 4 1382 0 0 0 1
24 4 2260 0 0 0 1
25 4 2773 1 1 0 0
26 4 2551 0 1 0 1
27 4 3076 1 1 0 0
28 4 1649 0 0 0 1
29 4 2353 0 0 1 1
33 4 2277 0 1 0 0
34 4 1941 0 0 0 1
35 4 2271 0 1 0 0
36 4 1209 1 0 1 0
38 4 3414 1 1 0 0
40 4 2310 1 0 1 0
41 4 2024 1 0 0 0
45 4 4966 1 1 1 0
46 4 1792 1 1 0 0
47 4 4600 0 1 0 1
48 4 3966 0 1 1 0
50 4 2362 1 0 0 0
53 4 4212 0 0 1 1
54 4 523 1 0 0 0
55 4 3260 1 1 0 1
56 4 2137 0 1 1 0
58 4 2090 0 0 1 0
59 4 3526 1 0 1 0
62 4 2537 1 0 0 1
66 4 4371 1 1 0 0
67 4 2065 0 0 0 1
75 4 1884 0 1 0 0
77 4 5098 1 1 1 0
78 4 3590 0 1 0 1
80 4 1548 0 0 1 0
84 4 1872 0 1 0 0
86 4 1958 0 1 0 0
87 4 2283 0 0 0 1
89 4 927 0 1 0 0
93 4 1160 0 0 0 1
94 4 1910 1 0 0 1
96 4 2558 0 1 0 1
97 4 3901 1 1 0 0
98 4 1487 0 0 1 0
99 4 4088 0 1 1 1
100 4 1936 0 0 0 1
101 4 5818 0 1 1 1
103 4 1289 0 0 0 1
105 4 2173 0 1 0 0
106 4 3248 0 1 1 0
108 4 3497 1 0 1 0
110 4 1867 0 0 1 0
112 4 2413 0 0 1 0
113 4 3499 0 1 0 1
115 4 5403 1 1 1 0
116 4 3213 1 0 1 0
117 4 2445 0 0 0 1
122 4 4162 1 0 1 0
123 4 5875 1 0 1 1
124 4 2120 1 0 0 0
125 4 3619 0 1 0 1
127 4 3980 0 1 0 1
128 4 2364 0 0 1 0
129 4 2290 0 1 0 0
130 4 5691 1 0 1 1
133 4 926 0 1 0 1
134 4 3184 0 1 1 0
135 4 4346 1 1 0 1
136 4 1144 0 0 1 0
137 4 2117 1 1 0 0
138 4 1390 0 0 1 0
146 4 4195 0 0 1 1
149 4 2446 0 0 1 0
151 4 3714 1 0 1 1
152 4 2197 0 0 1 0
153 4 381 1 0 0 0
154 4 3621 1 1 0 0
155 4 1777 1 1 0 0
159 4 2444 0 1 0 0
161 4 1118 1 0 0 0
164 4 4042 0 1 1 0
165 4 1609 1 1 0 0
166 4 1314 0 1 0 0
167 4 2148 1 0 1 0
170 4 2489 0 0 1 0
171 4 2439 0 0 1 0
175 4 4005 1 0 1 0
176 4 2094 0 1 1 0
184 4 4391 1 0 1 1
186 4 1999 1 0 0 0
192 4 3419 0 1 1 0
194 4 1181 0 0 0 1
196 4 1118 0 0 0 1
200 4 2965 1 0 0 1
202 4 2493 0 1 0 0
205 4 2209 1 0 0 0
208 4 1992 0 1 0 0
209 4 2582 1 1 0 1
210 4 924 0 0 0 1
211 4 1945 0 1 0 0
213 4 1537 1 0 0 0
214 4 2859 1 0 0 1
217 4 1742 0 1 0 0
218 4 1664 0 0 1 0
219 4 2403 0 0 1 0
220 4 2193 1 1 0 0
221 4 1183 1 0 0 0
223 4 4469 1 1 0 1
224 4 1185 0 1 0 0
225 4 3714 0 1 1 0
226 4 1360 1 0 0 0
227 4 365 1 0 0 0
228 4 4730 1 1 1 0
231 4 4385 1 0 1 1
232 4 5391 1 1 1 0
236 4 2013 0 1 0 0
237 4 1598 1 0 0 0
240 4 1410 0 0 1 0
243 4 1462 0 0 0 1
244 4 24500 0 1 0 0
246 4 3293 0 0 1 1
248 4 2359 0 1 0 0
250 4 3215 1 0 0 1
254 4 1545 0 0 0 1
256 4 1617 0 1 1 1
259 4 3231 1 1 0 0
263 4 1332 0 1 1 0
265 4 3880 0 1 1 0
266 4 1140 0 1 0 0
267 4 1675 0 0 0 1
268 4 2627 0 1 0 1
269 4 5049 0 1 1 1
270 4 1924 1 1 0 0
272 4 3962 0 1 0 1
273 4 2307 0 1 1 0
274 4 2521 1 0 0 1
275 4 3216 0 0 1 1
278 4 631 0 1 0 0
280 4 3135 0 1 1 0
281 4 875 0 0 1 0
282 4 2326 0 1 0 0
283 4 3373 1 0 1 0
287 4 1167 0 0 1 1
291 4 1379 0 0 0 1
293 4 3531 0 0 1 1
296 4 1745 1 0 0 1
298 4 3620 1 0 1 1
299 4 2125 0 1 0 0
302 4 2038 0 1 0 0
303 4 1479 0 0 1 0
305 4 4215 0 1 0 1
306 4 2494 1 0 0 0
307 4 2488 1 1 0 0
308 4 3091 1 0 1 0
310 4 4132 1 1 0 0
313 4 2268 1 0 0 0
316 4 1101 1 0 0 0
317 4 4756 1 0 1 1
318 4 2247 0 1 0 0
319 4 1651 1 0 0 0
320 4 2863 1 0 0 1
321 4 3700 1 0 0 1
325 4 4279 1 1 0 0
327 4 2427 1 0 0 0
328 4 3162 0 0 1 1
329 4 2265 0 0 0 1
331 4 2411 1 0 0 0
335 4 3269 0 1 1 0
340 4 1570 0 0 1 0
341 4 2305 0 1 1 0
346 4 3753 0 1 0 1
351 4 4612 1 0 1 0
353 4 2008 1 0 0 1
354 4 3130 0 1 0 1
357 4 3366 0 1 0 1
358 4 2311 1 0 0 1
359 4 2123 1 0 0 1
361 4 14144 0 1 0 0
363 4 638 0 1 0 0
364 4 1726 0 1 0 0
367 4 2647 1 0 0 1
370 4 1499 0 1 0 0
372 4 6805 1 0 1 1
373 4 2277 0 0 1 0
377 4 2463 0 0 1 0
379 4 804 1 1 0 0
380 4 3606 0 1 1 0
383 4 2024 1 0 0 0
387 4 2385 0 0 0 1
388 4 2604 1 0 0 1
391 4 3640 1 0 1 0
393 4 2644 0 0 1 1
397 4 4096 0 1 1 0
399 4 3785 0 1 0 1
400 4 2984 1 1 0 0
401 4 1839 0 1 0 0
403 4 2376 1 0 0 0
404 4 3811 1 0 0 1
406 4 1800 1 0 0 0
409 4 2400 0 0 1 0
410 4 1800 1 0 1 1
417 4 2120 0 0 1 0
418 4 1425 0 0 0 1
420 4 6119 1 0 1 1
421 4 3941 0 0 1 1
423 4 3475 1 1 0 0
424 4 1659 0 1 0 0
426 4 2381 0 1 0 0
427 4 1118 0 0 0 1
429 4 2724 0 0 1 1
430 4 2649 1 0 1 1
433 4 3591 1 0 0 1
434 4 1470 1 1 0 0
442 4 2919 0 0 1 1
444 4 5022 1 1 1 0
446 4 1582 1 0 0 0
447 4 2383 0 0 0 1
449 4 3079 0 0 1 1
450 4 2845 0 0 1 1
455 4 3271 1 0 0 1
457 4 4532 1 1 1 0
458 4 1921 0 1 1 0
459 4 2300 0 0 1 0
462 4 2464 0 1 1 0
463 4 2476 0 1 0 1
464 4 4205 1 0 1 0
466 4 418 0 0 0 1
469 4 3901 0 1 0 1
470 4 2258 1 0 0 0
471 4 802 0 1 0 0
472 4 2623 1 1 0 0
473 4 420 0 0 1 0
474 4 2966 0 1 1 0
475 4 6555 1 0 1 1
478 4 3124 0 0 1 1
480 4 3262 0 1 1 1
482 4 2795 1 0 0 0
486 4 2035 0 0 0 1
490 4 1787 1 0 0 0
493 4 2422 1 1 1 0
494 4 2178 1 0 0 1
498 4 2145 0 0 0 1
499 4 2036 0 1 0 0
500 4 3027 1 0 1 1
502 4 1531 0 0 0 1
504 4 3331 1 0 1 0
505 4 2416 0 1 1 0
507 4 4117 1 0 1 0
508 4 2417 0 0 0 1
509 4 1135 0 1 1 0
515 4 1521 1 0 0 0
517 4 2076 0 0 1 0
519 4 1970 1 0 1 0
520 4 4258 1 1 0 0
525 4 3804 0 1 1 0
526 4 3480 0 1 1 0
527 4 1525 0 0 1 0
528 4 421 0 0 0 1
529 4 2213 0 1 0 0
532 4 5488 1 0 0 0
534 4 3716 1 1 0 0
539 4 3747 0 1 1 1
540 4 5456 1 1 0 1
543 4 1417 1 0 0 1
544 4 2875 0 1 0 1
545 4 1634 0 0 1 0
546 4 2178 0 0 1 0
548 4 504 0 0 1 0
549 4 3308 1 0 1 0
550 4 1376 0 1 0 0
551 4 2310 0 0 1 0
552 4 2101 0 0 1 1
554 4 2085 1 0 0 0
556 4 11160 1 0 0 0
558 4 1282 0 0 0 1
561 4 1706 1 0 0 0
562 4 546 1 0 0 0
563 4 3849 1 1 0 0
564 4 3358 0 0 1 1
566 4 2930 0 0 1 1
569 4 2383 1 0 0 0
571 4 738 0 0 0 1
572 4 2307 0 1 0 0
573 4 3276 0 1 1 0
579 4 1262 1 1 0 0
581 4 2395 1 0 0 0
583 4 5782 0 1 1 1
585 4 1766 1 0 0 0
588 4 1608 1 0 0 0
590 4 1004 0 0 1 0
591 4 1422 0 1 0 1
592 4 3627 1 1 0 0
602 4 2732 1 1 0 0
605 4 921 0 0 0 1
607 4 1580 1 0 0 0
608 4 1481 0 0 0 1
610 4 1685 1 0 1 0
612 4 3035 1 0 0 1
615 4 2317 0 1 1 0
616 4 2142 0 0 0 1
619 4 2482 1 0 0 0
620 4 1446 0 0 1 0
621 4 2026 0 0 0 1
622 4 1485 0 0 1 0
623 4 1630 1 0 0 0
625 4 4441 1 1 0 0
628 4 2614 1 1 0 1
630 4 1818 0 1 0 0
631 4 1563 0 1 1 0
632 4 2581 1 1 0 1
633 4 4808 0 1 0 1
635 4 1680 1 0 0 0
636 4 973 0 0 0 1
637 4 1293 1 0 0 0
