1 10 6515 1 1 1 1 0 1 0 1 1 1
2 10 7842 1 1 1 0 1 1 1 0 1 1
3 10 9119 0 1 0 1 1 1 1 1 1 1
4 10 8037 0 1 1 1 0 1 1 0 1 1
5 10 7718 1 1 0 1 0 1 1 1 0 1
6 10 9269 1 1 1 0 1 1 1 0 0 1
7 10 9119 0 1 1 0 1 1 1 1 1 1
8 10 9354 1 1 1 1 1 0 1 1 0 0
9 10 9766 0 1 1 1 1 0 1 1 1 0
10 10 7501 1 1 1 1 1 0 1 0 1 1
11 10 10061 0 0 1 1 1 0 0 1 1 1
12 10 9567 1 0 1 1 1 1 1 0 0 1
13 10 7461 1 1 1 1 0 1 1 0 1 1
14 10 9126 1 1 0 1 0 1 1 0 1 1
15 10 8928 0 1 1 1 0 1 1 1 0 1
16 10 10771 1 1 0 1 1 1 0 0 1 1
17 10 9453 1 1 0 0 1 1 1 1 0 1
18 10 9952 1 1 0 1 1 1 0 0 1 1
19 10 8492 1 1 1 1 0 0 1 1 1 0
20 10 8770 1 1 1 1 1 1 0 1 0 0
21 10 9542 0 1 1 1 0 1 0 1 1 1
22 10 8302 0 1 1 1 1 1 1 0 1 0
23 10 8854 1 0 1 1 0 1 0 1 1 1
24 10 9894 1 0 0 1 1 1 0 1 1 1
25 10 9318 0 1 1 1 0 0 1 1 1 1
26 10 9578 1 1 1 0 0 0 1 1 1 1
27 10 10466 1 1 0 0 1 0 1 1 1 0
28 10 7881 1 0 1 1 0 1 1 0 1 1
29 10 8518 1 1 1 1 0 0 1 1 1 1
30 10 8735 1 1 1 0 1 1 1 1 0 0
31 10 7292 0 1 1 1 1 0 0 1 1 1
32 10 8192 1 0 1 0 1 1 0 1 1 1
33 10 8365 1 0 1 1 1 0 1 1 0 1
34 10 10304 1 1 0 1 1 1 0 1 1 0
35 10 9058 1 1 1 1 1 1 1 0 1 0
36 10 6607 1 1 1 1 1 0 1 1 1 0
37 10 8876 1 0 1 1 1 0 0 1 1 1
38 10 7591 1 1 1 1 0 1 0 0 1 1
39 10 8852 0 1 1 0 1 0 1 1 1 1
40 10 8204 1 1 1 1 1 0 1 1 0 1
41 10 7689 1 1 1 1 0 1 0 1 1 1
42 10 7866 0 1 1 1 0 1 1 1 1 1
43 10 8708 1 0 1 1 1 0 0 1 1 1
44 10 9088 1 1 0 1 1 1 1 1 0 1
45 10 7851 1 1 1 1 1 0 0 1 1 0
46 10 8476 1 1 1 1 0 0 0 1 1 1
47 10 10102 1 1 1 1 0 1 1 0 0 1
48 10 8048 1 0 1 0 1 0 1 1 1 1
49 10 10749 1 1 1 0 1 1 0 1 0 1
50 10 9581 1 1 1 1 0 0 1 0 1 1
51 10 8264 1 0 1 0 1 1 1 1 1 1
52 10 6387 1 1 1 1 1 1 0 0 1 0
53 10 10433 1 1 1 0 1 0 1 0 1 1
54 10 9210 1 0 1 1 1 0 1 1 0 1
55 10 10307 0 1 0 1 1 1 1 1 1 0
56 10 10624 1 1 1 1 1 1 0 1 0 0
57 10 9654 0 1 1 1 1 1 1 0 1 0
58 10 7883 0 1 1 1 0 1 1 0 1 1
59 10 8195 1 1 1 1 1 0 0 1 1 1
60 10 7116 1 0 0 1 1 1 1 1 0 1
61 10 9028 1 1 0 0 1 1 1 0 1 1
62 10 9668 1 1 1 0 0 1 1 1 1 0
63 10 9270 1 1 1 0 1 0 1 1 1 0
64 10 9739 0 1 1 1 0 1 1 1 1 0
65 10 7994 1 1 1 1 1 0 0 1 0 1
66 10 7774 1 1 0 1 1 1 0 1 0 1
67 10 8880 1 1 0 1 0 1 1 1 1 0
68 10 8199 1 1 0 0 1 1 1 0 1 1
69 10 6682 1 1 1 1 1 1 0 1 1 0
70 10 11897 0 1 0 1 1 1 0 1 1 1
71 10 7959 1 0 1 1 1 1 0 0 1 1
72 10 9418 0 1 1 1 1 0 1 1 0 1
73 10 7108 1 1 1 1 0 1 0 1 1 1
74 10 8199 1 1 0 1 1 1 0 1 1 0
75 10 7856 1 1 1 0 1 1 1 1 1 0
76 10 9633 1 0 1 0 1 1 0 1 1 1
77 10 7047 0 1 0 1 1 1 1 1 1 0
78 10 10192 1 1 1 0 0 1 1 1 0 1
79 10 8877 0 1 1 1 0 0 1 1 1 1
80 10 10785 1 1 1 1 0 1 0 1 1 0
81 10 6890 1 1 1 0 1 0 1 1 1 1
82 10 7765 1 1 1 1 0 1 1 0 1 1
83 10 9221 1 1 1 0 1 1 0 1 1 1
84 10 9852 1 1 1 1 1 0 0 1 1 0
85 10 7401 1 1 1 0 1 0 1 1 1 1
86 10 9890 1 1 1 0 0 1 0 1 1 1
87 10 9259 0 1 1 1 1 0 1 0 1 1
88 10 9398 1 1 1 1 1 1 0 0 0 1
89 10 9672 1 0 0 1 1 1 1 1 0 1
90 10 7400 0 1 1 1 1 1 1 1 0 0
91 10 10212 0 1 1 0 1 0 1 1 1 1
92 10 8545 0 1 1 1 0 0 1 1 1 1
93 10 8228 0 1 1 1 1 0 1 0 1 1
94 10 9916 1 0 0 1 1 1 1 1 0 1
95 10 9121 1 1 1 0 0 1 0 1 1 1
96 10 10711 1 0 0 1 0 1 1 1 1 1
97 10 8505 1 0 1 1 1 1 1 1 1 0
98 10 8286 1 1 1 1 1 0 1 0 1 0
99 10 7318 1 1 0 0 1 1 0 1 1 1
100 10 10019 1 0 1 0 1 0 1 1 1 1
101 10 9789 1 1 1 1 1 1 0 1 0 0
102 10 7929 1 1 1 1 1 0 1 0 1 0
103 10 7593 0 1 1 1 0 1 1 1 0 1
104 10 8936 1 1 0 1 1 0 1 1 1 1
105 10 9514 1 0 0 1 1 1 0 1 1 1
106 10 10356 1 1 1 0 1 1 0 0 1 1
107 10 8921 1 1 0 0 1 1 1 1 0 1
108 10 8910 1 1 1 1 0 1 1 1 1 0
109 10 6373 1 1 1 0 0 1 1 1 0 1
110 10 8146 1 0 1 0 1 1 0 1 1 1
111 10 10929 0 1 1 1 1 1 1 0 1 0
112 10 8747 0 1 1 1 1 1 0 1 1 0
113 10 9316 0 0 1 0 1 1 1 1 1 1
114 10 8665 0 1 1 1 1 0 0 1 1 1
115 10 9014 0 1 1 0 1 1 1 1 1 0
116 10 9733 1 0 1 1 1 1 1 0 0 1
117 10 7710 1 0 1 1 1 1 1 1 1 0
118 10 9466 1 1 1 0 1 0 0 1 1 1
119 10 8222 0 1 0 1 1 1 1 1 1 1
120 10 9709 1 1 0 0 1 1 1 0 1 1
121 10 7385 1 0 1 1 0 1 1 1 1 1
122 10 8493 1 1 0 1 1 1 0 1 1 1
123 10 9322 0 1 1 1 0 0 1 1 0 1
124 10 8818 0 1 1 1 1 1 0 0 1 0
125 10 7755 1 1 0 1 1 1 0 1 1 0
126 10 9666 1 1 0 1 1 1 0 1 0 1
127 10 8676 1 1 1 1 0 1 0 1 1 1
128 10 8013 0 1 1 1 1 1 0 1 1 1
129 10 9170 1 0 0 1 1 1 1 0 1 1
130 10 7503 1 0 0 1 1 1 1 1 0 1
131 10 7442 1 1 1 0 0 0 1 1 1 1
