1 15 5615 1 1 1 0 1 1 1 1 1 1 1 1 0 0 0
2 15 5615 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0
3 15 5615 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1
4 15 5615 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1
5 15 5615 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0
6 15 5615 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1
7 15 5615 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1
8 15 5615 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0
9 15 5615 1 1 0 1 1 1 1 0 1 1 0 0 1 1 1
10 15 5615 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0
11 15 5615 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0
12 15 5615 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0
13 15 5615 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1
14 15 5615 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0
15 15 5615 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1
16 15 5615 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1
17 15 5615 1 1 1 0 1 1 1 1 0 1 1 1 0 1 0
18 15 5615 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1
19 15 5615 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0
20 15 5615 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1
21 15 5615 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1
22 15 5615 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1
23 15 5615 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1
24 15 5615 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1
25 15 5615 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1
26 15 5615 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1
27 15 5615 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1
28 15 5615 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1
29 15 5615 1 1 1 1 0 0 1 1 1 1 1 0 0 1 1
30 15 5615 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1
31 15 5615 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0
32 15 5615 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1
33 15 5615 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1
34 15 5615 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1
35 15 5615 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0
36 15 5615 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1
37 15 5615 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1
38 15 5615 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0
39 15 5615 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1
40 15 5615 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0
41 15 5615 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1
42 15 5615 1 0 1 1 0 1 1 1 0 1 1 1 0 1 1
43 15 5615 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0
44 15 5615 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1
45 15 5615 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0
46 15 5615 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1
47 15 5615 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1
48 15 5615 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0
49 15 5615 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1
50 15 5615 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0
51 15 5615 1 0 1 1 1 1 1 1 0 0 1 0 1 1 1
52 15 5615 1 1 1 1 0 1 1 1 0 1 1 0 0 1 1
53 15 5615 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0
54 15 5615 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1
55 15 5615 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1
56 15 5615 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1
57 15 5615 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0
58 15 5615 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1
59 15 5615 0 1 0 0 1 1 1 1 1 1 1 1 1 0 1
60 15 5615 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1
61 15 5615 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0
62 15 5615 0 1 1 1 1 1 0 0 1 1 1 1 1 1 0
63 15 5615 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1
64 15 5615 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1
65 15 5615 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0
66 15 5615 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1
67 15 5615 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1
68 15 5615 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1
69 15 5615 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0
70 15 5615 1 1 1 0 0 1 1 1 1 1 1 1 0 0 1
71 15 5615 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1
72 15 5615 1 1 1 1 0 1 1 0 0 1 1 1 1 0 1
73 15 5615 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1
74 15 5615 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0
75 15 5615 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1
76 15 5615 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1
77 15 5615 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0
78 15 5615 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1
79 15 5615 1 1 1 1 0 1 0 0 0 1 1 1 1 1 1
80 15 5615 0 0 1 1 1 1 1 1 1 1 0 1 1 1 0
81 15 5615 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1
82 15 5615 0 1 0 1 1 1 1 0 1 1 1 1 0 1 1
83 15 5615 1 0 1 1 1 1 1 1 0 1 0 0 1 1 1
84 15 5615 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1
85 15 5615 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1
86 15 5615 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0
87 15 5615 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1
88 15 5615 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1
89 15 5615 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1
90 15 5615 1 1 0 0 1 0 1 1 0 1 1 1 1 1 1
91 15 5615 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1
92 15 5615 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0
93 15 5615 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1
94 15 5615 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1
95 15 5615 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1
96 15 5615 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1
97 15 5615 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1
98 15 5615 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1
99 15 5615 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1
100 15 5615 1 1 0 1 1 1 1 0 1 0 0 1 1 1 1
