1 22 16960 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0
2 22 18408 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0
3 22 19904 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1
4 22 21505 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 0 1 1
5 22 19704 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1
6 22 20315 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0
7 22 18574 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0
8 22 22758 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1
9 22 19610 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
10 22 21153 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 1 1
11 22 19170 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1
12 22 21683 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1
13 22 21146 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0 1 1 1 1 1
14 22 18963 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 0 1 1
15 22 18014 1 1 0 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1
16 22 20017 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1
17 22 18991 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1
18 22 18559 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1
19 22 19500 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
20 22 17490 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
21 22 19782 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0
22 22 18900 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 1
23 22 20900 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1
24 22 22756 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0
25 22 16841 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 0 1
26 22 22416 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0
27 22 20904 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 0
28 22 19049 1 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1
29 22 17804 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1
30 22 20767 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1
31 22 20563 1 0 1 1 1 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1
32 22 18475 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1
33 22 17720 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0
34 22 22529 0 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1
35 22 17726 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1
36 22 18617 1 1 1 0 0 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1
37 22 19093 0 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1
38 22 22959 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1
39 22 17763 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1
40 22 20189 1 0 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1
41 22 20911 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1
42 22 20642 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 0
43 22 19532 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0 1
44 22 20561 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 1 1 1 0 1 1
45 22 20304 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1
46 22 22494 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1
47 22 17303 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 1 1 1 1 1
48 22 22116 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1
49 22 19121 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1
50 22 18782 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0
51 22 21815 0 1 0 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1
52 22 17181 1 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1
53 22 21111 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0
54 22 20197 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 0 1 1 0 1
55 22 19533 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 0 1
56 22 20084 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0
57 22 20170 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1
58 22 19776 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1
59 22 18056 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1
60 22 20153 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0
61 22 20034 1 1 1 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1
62 22 19119 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1
63 22 16205 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 0
64 22 21501 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1
65 22 18341 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1
66 22 20554 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0
67 22 20830 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0
68 22 20884 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 0
69 22 17750 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1
70 22 19556 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0
71 22 18916 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1
72 22 17382 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0
73 22 19596 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1
74 22 19971 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0
75 22 19898 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1
76 22 18814 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
77 22 21497 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0
78 22 20448 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1
79 22 21081 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0
80 22 18243 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0
