1 20 14216 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 1
2 20 17543 1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1
3 20 17701 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 0 1 1 1
4 20 17955 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1
5 20 19150 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0
6 20 18616 1 1 1 1 0 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1
7 20 17500 1 0 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1
8 20 19237 0 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1
9 20 19331 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0
10 20 19064 0 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
11 20 18258 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0
12 20 17598 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1
13 20 19922 1 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1
14 20 20780 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 0
15 20 17063 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 0 0 1
16 20 16064 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0
17 20 16105 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0
18 20 18558 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 1
19 20 16955 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1
20 20 17788 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1
21 20 16942 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1
22 20 16351 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
23 20 17488 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0
24 20 17724 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 0 1 0
25 20 18397 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0
26 20 20486 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1
27 20 15765 1 0 1 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1
28 20 19185 1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 0 1 0
29 20 20061 0 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1
30 20 18671 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1
31 20 17111 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0
32 20 15382 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1
33 20 19889 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1
34 20 18349 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1
35 20 16359 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0
36 20 16032 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1
37 20 19595 1 1 1 1 1 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1
38 20 18474 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0
39 20 15104 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1
40 20 18239 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0
41 20 18615 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 0
42 20 19768 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 1
43 20 15518 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0
44 20 19177 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0
45 20 17629 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1
46 20 19624 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0
47 20 17692 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
48 20 18548 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1
49 20 18098 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0
50 20 20247 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1 0 1 1
51 20 17116 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1
52 20 17627 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0
53 20 19887 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0
54 20 15312 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 1 1 1 1 1
55 20 19263 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1
56 20 19234 1 1 1 0 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1
57 20 15743 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1
58 20 20036 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1
