1 15 1491 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1
2 15 1641 1 1 1 1 1 1 0 0 1 1 0 0 1 1 1
3 15 1243 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1
4 15 1343 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0
5 15 1474 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0
6 15 1619 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
7 15 1551 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1
8 15 1263 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1
9 15 1448 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1
10 15 1769 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1
11 15 1444 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1
12 15 1449 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0
13 15 1560 1 1 0 1 1 0 1 0 1 1 1 1 1 0 1
14 15 1324 0 1 1 1 0 1 1 1 1 1 0 1 1 0 0
15 15 1660 0 1 0 1 1 1 1 1 0 1 1 0 0 1 1
16 15 1329 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1
17 15 1288 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1
18 15 1466 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1
19 15 1574 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1
20 15 1278 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
21 15 1333 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1
22 15 1750 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1
23 15 1268 1 1 1 1 1 0 1 0 1 0 1 1 1 1 0
24 15 1411 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
25 15 1819 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1
26 15 1335 1 1 1 0 1 0 1 0 1 0 0 1 1 1 1
27 15 1386 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1
28 15 1563 1 1 0 0 1 1 0 1 1 0 1 1 1 1 0
29 15 1495 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1
30 15 1880 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1
31 15 1656 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0
32 15 2275 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1
33 15 1752 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1
34 15 1133 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
35 15 1653 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1
36 15 756 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1
37 15 1277 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0
38 15 1174 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1
39 15 1821 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1
40 15 953 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
41 15 1336 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1
42 15 1598 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1
43 15 1587 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1
44 15 1629 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0
45 15 1566 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1
46 15 1192 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
47 15 1524 1 1 1 1 1 0 1 1 0 1 1 1 1 1 0
48 15 1330 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
49 15 1075 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
50 15 1479 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
51 15 1600 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1
52 15 1563 1 1 0 1 1 0 1 1 0 1 0 0 1 1 1
53 15 1252 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1
54 15 1365 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1
55 15 1432 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1
56 15 1374 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1
57 15 1479 0 1 1 1 1 0 1 1 0 1 1 1 0 0 1
58 15 1538 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1
59 15 999 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0
60 15 1815 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
